بحث 	baḥs̤ 	Inquiry, discussion, dispute, altercation, controversy, debate, argument.							
بحر 	baḥr 	The ocean, the sea, a bay, a gulf.							
بحري 	baḥ-rī 	Of or relating to the sea, naval.							
بخت 	baḵẖt 	Fortune, luck, prosperity, felicity.							
بختیار 	baḵẖt-yār 	The name of an Afg̠ẖān tribe. 							
بخره  	baḵẖraʿh	Share, portion, part, lot.							
بخښ 	baḵẖś̱ẖ 	Share, portion, lot; forgiveness; imparting, bestowing.							
بخښښ  	baḵẖś̱ẖiś̱ẖ	Gift, donation, donative, grant, boon, reward, giving, beneficence, pardon, forgiveness, liberality, generosity, etc.							
بخل  	buḵẖl	Avarice, stinginess, parsimony.							
بخملئِي  	baḵẖmalaʿī	A small insect with a red back and soft like velvet, a scarlet fly or lady-fly. 							
بخیل  	baḵẖīl	A miser, a niggard.							
بخیلیِ 	baḵẖīlī 	Stinginess, niggardliness, parsimony, avarice.							
بد 	bad 	Evil, bad.							
بد تر 	bad tar 	Worse, bad. See بتر							
بدخشان  	badaḵẖs̱ẖān	The name of a province in Afghanistan.							
بدر 	badr 	The full moon.							
بدر  	badar	The name of a tree, the white poplar.							
بدرکانړئِي  	badarkāṟṟṉaʿī	The name of a fruit which is very bitter.							
بدرګه  	badragaʿh	An escort, a convoy, a guide, a guard.							
بدره  	bad-raʿh	A bag of money, a weight equal to ten thousand dirhems.							
بدرئِي  	badraʿī	The name of a small river near Panjtār, in the Yūsufzī country. 	The name of a female.						
بدري 	budrī 	A trip, a stumble, a fall.	Injury, damage, detriment, loss, injury; anguish, affliction. 						
بدعا 	baduœā 	An ill wish, imprecation, curse, malediction.							
بدعت 	bid-œat 	The introduction of change or novelty in religion, innovation, heresy, schism; violence, oppression, wrong.							
بدل 	badal 	Exchange, substitution, retaliation.							
بدلمن  	bad-laman	Incontinent, unchaste, wanton, licentious, rakish.							
بدله  	badalaʿh	Tunes or words which they sing to musical notes, song, melody.							
بدي  	badī	Badness, wickedness, evil, ill, mischief, injury, misfortune.							
بدیع  	badīœ	Wonderful, surprising, marvellous, strange, astonishing.							
بډاي  	baḏḏāʿe	Great, important, dignified, supreme.							
بډه  	baḏḏaʿh	A bribe, a douceur.	The upper hem of the drawers through which the string passes to fasten them round the loins with.						
بذر  	baẕr	Seed.							
بذ ګر  	baẕ gar	A husbandman.							
بر  	bar	A stroke of the moon affecting a wound, a stroke of the moon--moon-blast.							
بړ  	bœr	The leaf of a carrot, of the tamarisk tree, and such like plants, the leaves of which are small and wiry.							
بر 	bar 	On, above, upon, up.							
برسیر  	bar-ser	Apparent, clear, visible, obvious, palpable, manifest, distinct.							
بر 	barr 	Just, holy, pious, dutiful.							
برابر 	barābar 	Abreast, even, level, uniform, alike, up to, opposite, equal, on a par, adequate, exact, accurate.							
برابري 	barābarī 	Equality, exactness, rivalry, competition, emulation.							
برات 	barāt 	The fourteenth day of the month--S̱ẖa‘-bān, which is appropriated to the commemoration of deceased ancestors.	A commission, an assignment, a warrant. 						
برایه  	barāyah	Last or yesternight. 							
براق 	burāḳ 	The ass on which Muḥammad is said to have passed from Jerusalem to heaven.	A horse, a steed.						
برالبه 	brālbaʿh 	Pregnant as a woman or animal. 							
برباد  	bar-bād	Given to the winds, misapplied, lost, thrown away, gone to the dogs, destroyed, laid waste, ruined.							
بربادي 	bar-bādī 	Ruin, waste, destruction, misapplication.							
بربست 	bar-bast 	Goods, chattels, property, effects.							
بربري 	bar-barī 	The leaf of the tamarisk tree, and the like. 							
بربط 	barbat̤ 	A kind of harp or lute.							
بربکئِي 	barbukaʿī 	A whirlwind, a devil.							
بربنډ  	barbanḏḏ	Naked, bare, denuded, undressed, stripped, unclothed							
بربنډ توب  	barbanḏḏ-tob	Nakedness, bareness, nudity, undress.							
برته  	birtah	After, behind, in the wake of, in the rear of; away, apart, aside, separate.							
برڅیر 	barṯs̱er 	Clear, manifest, apparent, distinct, visible, obvious.							
برج  	barj	The bark of a tree, which is very slight and often used as paper. 							
برج  	burj	A tower, a turret, bastion.							
برجو  	barjū	A whetstone, a hone.							
برخو 	barḵẖo 	The cheek, the side of the face.							
برخه  	braḵẖaʿh	A share, portion, part.							
برداشت  	bardās̱ẖt	Endurance, patience.							
برده  	bardaʿh	A female slave, a captive, a servant.							
برسیر  	barser	Clear, manifest, apparent, distinct, visible, obvious.							
برسیرن 	bar-seran 	Slight (as a flesh wound), trivial, trifling, puerile, light, frivolous, finical.							
برطرفي 	bart̤arafī 	Dismission, discharge.							
بر طرف  	bar t̤araf	The winning side, the upper side.							
برغ  	brag̠ẖ	Fold, plait, ply, stratum, layer.							
برغټ  	bar-g̠ẖuṯṯ	A tom-cat.							
برغو  	barg̠ẖo	A rod for boring the barrel of a gun, a cleaning rod.							
برغوټ  	barg̠ẖūt	A male cat.							
برغوټيَ 	barg̠ẖoṯṯaey 	An earring.							
برغوليَ  	bar-g̠ẖolaey	The lid of a pot, a cover.							
برغونيَ  	brag̠ẖūnaey	A male twin.							
برغیدل 	brag̠ẖedal 	To become folded, plaited, stratified, doubled.							
برق  	barḳ	Lightning, electric fire. 							
برقه  	burḳaʿh	A dress or kind of veil with eye-holes, worn by women, and covering the whole body from head to foot.							
برکه  	barakaʿh	A warm kind of cloth made from camel's hair, and the peculiar wool called pas̱ẖmīnah.							
برکت  	barakat	Blessing, abundance, prosperity, auspiciousness.							
برکښ 	bar kaḵ́ẖ 	A puller of the strong bow, drawing to the head.							
برګ 	brag 	Spotted, pie-bald, grizzled (as the hair).	A leper.						
برګ  	barg	A leaf.	Warlike apparatus, provision or necessaries for a journey.	Melody.					
برګزیده  	barguzīdah	Chosen, selected, elect.							
برګړندي 	bar-gṟṟandī 	Embracing, hugging. 							
برګستوان 	bar-gastawān 	Trapping, armour, etc. for a horse.							
برګستون  	bargastawan	The girth or surcingle of a horse, together with his armour.							
برګویټ 	bar-gweṯṯ 	The name of one of the great ancestors of the Ḵẖaṯṯak tribe of Afg̠ẖāns.							
برګه  	bargaʿh	A rafter.							
برګي 	bragey 	The leprosy.							
برګیدل 	 bragedal	To become grizzled (as the hair), to become spotted (particularly from leprosy). برګول bragawul, verb trans. To render grey or grizzled (as the hair), to spot (as leprosy).							
برم 	bram 	Power, strength, vigour, force.							
برمته 	bramtaʿh 	Seizing the persons of one village for the debts of the people of another, as a pledge, or as hostages for the payment.							
برملا 	barmalā 	Public, manifest, obvious, plain, palpable. 							
برمنډ  	barmanḏḏ	Naked, denuded, bare, undressed, stripped, unclothed.							
برمنډ واليَ 	barmanḏḏ wālaey 	Nakedness, bareness, nudity, undress.							
برمنډول  	barmanḏḏawul	To divest, uncover, denude, strip, unclothe, undress, unrobe, disrobe, doff.							
برمه 	barmah 	A kind of gimlet or borer worked with a string, an auger or centre-bit.							
برند 	brand 	White-eyed, staring, shameless, amorous.	Attentive, intent on; looking towards, regarding stedfastly.						
برندو  	brandū	The name of a river in Buner.							
برندول 	brandawul 	To frown, to scowl, to look at angrily.							
برنيَ  	baranaey	Stale, not fresh.	Yester-night, last night. 						
بروړه  	baroṟṟaʿh	The name of an insect found in timber something similar to the bug--a sort of wood-louse--whose bite causes irritation for about a month, and from which a yellow matter is discharged.							
بروړه 	broṟṟaʿh 	A kind of bread made from various sorts of grain.							
برونړئِي 	barwaṟṟṉaʿī 	Part of a Persian wheel: the socket in which the upright beam or axle turns. 							
برويَ  	bar-waey	Adhesive, cohering, sticky, united, inseparable, or indivisible (particularly an importunate person), sticking like a leech, or like wax.	Importunate, plaguy, haunting, etc.						
برهان 	burhān 	Demonstration, proof.							
بره خان خیل 	barah ḵẖān ḵẖel 	The name of an Afg̠ẖān tribe. 	A male of the tribe. 						
بره خوا 	baraʿh ḵẖwā 	The upper side.							
بره ګړه  	baraʿh gaṟṟaʿh	Embrace, interview, meeting, shaking hands.							
برهم 	barham 	Confused, entangled, spoiled.	Angry, vexed, sullen.						
برهمیدل 	barhamedal 	To be entangled, confused, spoiled, etc.							
برهمن 	brahman 	A Brahman.							
بريَ 	baraey 	Victory, success, triumph.	The leaf of the plane-tree. 						
بریت  	bret	A mustache.							
برید  	bʿrīd	Attack, onset, charge, assault, storm.							
برید  	burīd	Separation, absence.							
بریږن  	bre-j̱ẕan	The bleat of a goat or sheep.							
بریښ  	breḵ́ẖ	A twitch of pain, a twinge, a cramp, a spasm, a shoot.							
بریښنا 	breś̱ẖnā 	Lustre, brightness, brilliancy, sheen, glow, Electricity.							
بریښول  	breś̱ẖawul	To illuminate, to irradiate, cast lustre upon, to cause to glitter. 							
بړاس  	bʿṟṟās	Vapour, heat, exhalation, steam.							
بړانډه  	baṟṟānḏḏaʿh	A blaze of fire with much smoke, a flame.							
بړبړ 	baṟṟ-baṟṟ 	Often, frequently, repeatedly, again and again.							
بړبوکئِي 	baṟṟbūkaʿī 	A whirlwind, a devil.							
بړستن  	bṟṟastan	A coverlet, a quilt or counterpane. 							
بړګړندي 	baṟṟgaṟṟandī 	Embrace, salutation, greeting.							
بړنګيَ 	baṟṟangaey 	The leathern strap used for fastening the churning-staff.							
بړنيَ 	baṟṟnaey 	The name of a tree.							
بړوا 	baṟṟwā 	A pimp, a cuckold, a wittol.							
بړوس  	bʿṟṟos	Angry, wrath, irritated, nettled, exasperated, wild, furious, savage.							
بړيَ 	beṟṟaey 	A long-tailed sheep. 							
بړیڅيِ  	baṟṟeṯs̱ī	The name of a tribe of Afg̠ẖāns.							
بړین چغ 	baṟṟen c̱ẖag̠ẖ 	A kind of whirligig.							
بز  	baz	A he-goat.							
بزرګ  	buzarg	A saint, a religious instructor, an elder, an ancestor.	Great, reverend, venerable.						
بزرګوار  	buzarg-wār	Great, reverend.	An ancestor, an elder, a saint.						
بزرګي 	buzargī 	Grandeur, greatness, eminence, exaltation.							
بزغليَ  	buzg̠ẖalaey	A young shoot, as from an onion, etc., a young plant.							
بزګر  	baz-gar	A husbandman, an agriculturist (A بذر seed). 							
بزګري 	baz-garī 	Husbandry, agriculture.							
بزم 	bazm 	An assembly, company, a banquet. 							
بزو 	bizo 	A monkey.							
بزه  	bʿzaʿh	The name of a bird, the ibis, or royal curlew.							
بزه 	bʿzah 	Torn, severed, separated, cut up, jointed, etc. 							
بزه  	bazaʿh	A sin, a crime.							
بزه ګار  	bazaʿh-gār	A sinner, a criminal.							
بژه 	bʿj̱ẕaʿh 	Slaughter, immolation, sacrifice.							
بس 	bas 	Enough, sufficient, plenty, abundance, too much, very much.							
بس که 	bas kah 	Enough! sufficient! silence! leave off! Also بس کړه bas kṟṟah.							
بساط 	bisāt̤ 	What is spread out; carpeting, bedding, a chess-board, a dice- board, expanse, surface. 							
بسباسه 	bisbāsaʿh 	The name of a medicinal plant.							
بسمل 	bismil 	Sacrificed; an animal sacrificed.							
بسم ال‍له 	bismi-l-lāh 	In the name of God.							
بسیا 	basi-yā 	Cultivated, peopled.							
بشپړ 	bas̱ẖpaṟṟ 	Entire, perfect, complete, whole, thorough.							
بشر 	bas̱ẖar 	Man, mankind, human being, mortals.							
بشري 	bas̱ẖar-ī 	Human, relating to man.							
بشکه 	bas̱ẖkaʿh 	A kind of potherb or greens growing wild.							
بشنج  	bas̱ẖanj	Character, reputation, renown, good name.							
بښتنه  	buḵ́ẖtanaʿh	A quagmire, a bog, a marsh.	Sticking, adhering (as mud).						
بښکال  	baś̱ẖakāl	The rainy season, a rainy year.							
بښل 	baḵ́ẖal 	To give, present, bestow, accord, confer, concede, consign. Pres.							
بښنه  	baḵ́ẖanaʿh	A gift, donation, grant, boon, reward; giving, bestowing, beneficence, pardon, forgiveness, liberality, generosity. 							
بصیر 	baṣīr 	Seeing, beholding, observing, penetration.							
بصیرمن  	baṣīr-man	A beholder, an observer.							
بط  	bat̤	A duck.							
بطلان  	but̤lān	Falseness, vanity, abortion, the becoming of no effect.							
بعث  	baœs̤	Excitement, motive, cause.	Resurrection.						
بعد 	baʿœd 	After, afterwards, subsequent. See پس							
بعض 	baʿœẓ 	Some, certain ones, a few, several.							
بعید  	baʿœīd	Far, distant, absent, remote; strange, improbable.							
بغارګ 	bʿg̠ẖārg 	Double, two-fold, duplex.							
بغاره  	bag̠ẖāraʿh	A scream, a screech, shriek, squall.							
بغبغو  	bag̠ẖ-bag̠ẖo	A bird of the sandpiper breed frequenting the banks of rivers.							
بغدر  	bag̠ẖdar	A mallet, a hammer.							
بغرږ 	bag̠ẖarj̱ẕ 	Return, retrogression, reflexion. 	Returning, coming back, retro- grading.						
بغرږول  	bag̠ẖarj̱ẕawul	To return, to restore, render; to cause to return, rebound, regrade.							
بغرګ  	bag̠ẖarg	Return, retrogression, reflexion.	Returning, coming back, retrograding.	Double, two-fold.					
بغرګه 	bg̠ẖargaʿh 	A valley between two mountains.	A woman who has brought forth twins.						
بغري 	bag̠ẖaraey 	A pimp, cuckold, a term of abuse.							
بغض  	bug̠ẖẓ	Malice, spite, resentment, revenge, hatred, hate.							
بغل  	bag̠ẖal	The armpit, the embrace.							
بغي  	bag̠ẖī	Rebellious, mutinous.							
بغیر 	bag̠ẖair 	Without, except, besides, otherwise.							
بق بق 	baḳ baḳ 	Nonsense, prattle, chat, garrulity.							
بقا 	baḳā 	Duration, permanence, remaining, eternity, immortality. 							
بقچه  	buḳ-c̱ẖaʿh	A small bundle, a parcel, a roll of clothes. 							
بک 	bak 	Prattle, chat, garrulity, foolish talk.							
بکاینړ 	bakā-yaṟṟṉ 	The name of a tree (Melia sempervirens). 							
بکاینړه  	bakā-yaṟṟṉaʿh	The name of a tree or shrub (Melia sempervirens).							
بک بک 	bak bak 	Prattle, babble, foolish talk, clack, gabble, twaddle.							
بکرئِي  	bakraʿī	Flint, a flint.							
لګلولئِي 	bagalolaʿī 	A woman dressed up to frighten naughty children, a bug-bear.							
بګليَ  	buglaey	An aigrette.	A stork, a bittern, a heron.						
بګنیدل 	bugnedal 	To shy, to start, to fear, to wince. 							
بګنول 	bugnawul 	To cause to shy, start, fear, wince, etc.							
بګوړه  	bagoṟṟaʿh	Coagulated milk, a kind of cheese, the Persian qurūt.							
ب‍ل 	bœl 	Another, other, different, not the same. 							
بل  	bal	Moreover, but, yet, however, upon which, thereupon, likewise, besides.							
بل  	bal	Burnt, consumed, lighted, inflamed, set on fire.							
بلیدل 	baledal 	To burn, to kindle, to be consumed, to ignite, to take or catch fire.							
بلول  	balawul	To burn, to set on fire, to light up, enkindle, ignite.							
بلا 	balā 	Trial, calamity, misfortune, accident, vengeance, evil, ill.							
بلا 	bilā 	Without, unless. 							
بلاربه  	blārbah	Pregnant, as a woman or animal.							
بلاربیدل  	blārbedal	To become pregnant, great with young.							
بلاربول  	blārbawul	To render pregnant, impregnate, bring with young, to get with child.							
بلارب واليَ  	blārb wālaey	Pregnancy, impregnation.							
بلاغ 	bilāg̠ẖ 	Whatever is brought; a sufficiency, enough; any vocable implying excellence, as purity, virtue, etc.							
بلاعنډ 	balā-g̠ẖunḏḏ 	Name of a fruit, and of which snuff-boxes are made (Crat‘va or ’gle marmelos).							
بلانړه 	bil-āṟṟṉah 	A low or faint groan, moan, plaint, etc.							
بل بل 	bœl bœl 	Various, different, diversified.							
بلبل 	bulbul 	A nightingale.							
بلد 	balad 	A guide, a conductor.							
بل سر 	bœl sar 	The other end, as of a plank, stick, etc.							
بل صبا 	bœl ṣabā 	Day after to-morrow.							
بلغاک 	bulg̠ẖāk 	Noise, clamour, uproar, hubbub, din, hullaballoo.	The sound of grief or sorrow, wail, lamentation.						
بلغم 	balg̠ẖam 	Phlegm.	A running at the nose from cold. 						
بلغمي 	balg̠ẖamī 	Phlegmatic.							
بلق 	balḳ 	Lightning. See برق							
بلکه  	balkih	Moreover, but, nay.							
بلګه  	balgaʿh	A clue, a trace, as of stolen property.							
بلل  	balal	To call, to convoke, to summon, cite, call for, invoke, invite, request to meet or come.							
بلماز 	bilmāz 	Profane, unholy, irreligious.							
بلمګيَ 	balmagaey 	Saltless, insipid, tasteless, weak, vapid.							
بلمنګه  	bal-mangah	Saltless, unsavoury, insipid, vapid, tasteless, weak. See بلمنګي							
بلند 	buland 	High, lofty, elevated, exalted, sublime, tall, loud.							
بلندي 	bulandī 	Height, a height, elevation, loftiness, eminence, loudness.							
بلوا 	balwā 	Tumult, riot, sedition, insurrection; confusion, disturbance, disobedience; a concourse, a crowd. 							
بلوڅ 	balūṯs̱ 	A Belūc̱ẖ, the tribe of Belūc̱ẖīs. 							
بلوجیان  	balūjī-ān	Ignorant people; Belūc̱ẖīs.							
بلودل 	bʿlodal 	To touch, to graze, to abrade, to come in contact.							
بلوس 	bʿlos 	Touch, contact, distress.							
بلوسیدل  	bʿlosedal	To afflict, to distress; to touch, to graze, to abrade, come in contact with.							
بلوسیدنه  	bʿlosedanaʿh	Touch, contact, abrasion, grazing, coming into contact. 	Affliction; trouble.						
بلوس واليَ 	bʿlos-wālaey 	Contact, touch, etc.							
بلوط 	balūt̤ 	The oak-tree, an acorn, a chesnut.							
بلوغ  	bulūg̠ẖ	Puberty, adolescence.							
بلول  	balawul	To light, burn, set on fire, kindle, ignite. See under بل							
بلونګړيَ 	bilūngaṟṟaey 	A squirrel. See also ګیدړي							
بلو 	balau 	A barber's hone.							
بله پلا 	bœlaʿh plā 	Another time.							
بله روځ  	bœlaʿh rwaḏẕ	Another day.							
بل هوس 	bul hawas 	The father of desire, avaricious, parsimonious.							
بل هیړ 	bœl heyr 	Another time.							
بلئِي 	balaʿī 	The eave or eaves of a house; a pole to propel a boat; the bolt or bar of a door.							
بلیدل  	baledal	To burn, to kindle, to ignite, to be consumed, to take fire.							
بلیږدل  	blej̱ẕdal	To swaddle, to swathe (particularly infants). 							
بلیږدنه 	blej̱ẕdanaʿh 	Swathing, swaddling (an infant).							
بمبره  	bambaraʿh	A large red wasp or hornet.							
بن 	bœn 	Rival (wife), cotemporary wife; one of two or more wives are bœns to each other.							
بنا 	binā 	Building, foundation, an edifice. 							
بنات 	banāt 	Woollen cloth, broad cloth.							
بنبل  	ban-bal	The beard of grain, the feathery tuft of reed, or long grass, etc.							
بنت 	bint 	A daughter.							
بنج 	banj 	A chesnut-tree, a chesnut.							
بنج  	banj	Trade, traffic, merchandize, commerce.							
بنجخ  	banjaḵẖ	The name of a plant, the seed of which contains a sort of cow-itch.							
بنجئِي  	banjaʿī	The cassia tree.							
بند 	band 	A fastening, imprisonment, confinement, arrest, captivity, a knot, a bond, bandage, belt, roll, joint, knuckle.	Twist in wrestling, a dodge, a ruse, an artifice, a wile.	Fastened, bound, shut, stopped.					
بندخ  	banduḵẖ	A musket, a fire lock.							
بندر  	bandar	A city, port, harbour, a trading town.							
بندري 	bandarī 	Relating to a seaport town.	A sort of chintz.						
بندق 	banduḳ 	A musket, a firelock.							
کړيَ مرغه 	band kaṟṟaey murg̠ẖah 	A decoy bird. 							
بندګي 	bandagī 	Servitude, homage.							
بندوخ 	ban-dūḵẖ 	A fire-lock, a musket.							
بنده  	bandah	A slave, a servant, a bondsman. 							
بنده ګي 	bandah-gī 	Service, etc.							
بندوبست  	band-o-bast	Settlement, regulation, disposition, arrangement, economy, management, government. 							
بندي  	bandī	A slave, a captive, a prisoner.							
بندیوان 	bandī-wān 	A slave, a captive, a prisoner.							
بندئِي 	bandaʿī 	A belt or shoulder ornament worn by women and children. 							
بن زيَ  	ban-zaey	The son of a husband by another wife who may be alive, a step-son.							
بنګ 	bang 	Hemp (Cannabis sativa).	An intoxicating potion made from the leaves of hemp.						
بنګول 	bangawul 	To taint, to corrupt.							
بنګښ  	bangaś̱ẖ	The name of a tribe claiming Afg̠ẖān descent, also the name of their district. 	A male of the tribe.						
بنګي 	bangī 	One who is in the habit of intoxicating himself with bang. 							
بنو 	banū 	A district in Afg̠ẖānistān, west of Derah Ism‘īl Ḵẖān, whose inhabitants are called بنوچيَ bunūc̱ẖaey.							
بنو 	bano 	Sons, posterity.							
بنئِي  	banaʿī	A bellows made from the skin of a goat or sheep; a wallet, a bag of leather. 							
بنیاد  	bunyād	Foundation, basis, origin.							
بنیروال 	buner wāl 	An inhabitant of Buner.							
بنړکه  	baṟṟṉakaʿh	A feather (dimin. of following).							
بنړه  	baṟṟṉaʿh	The strongest feather in a bird's wing, of which there are two.							
بنړیچغ  	baṟṟṉe-c̱ẖag̠ẖ	A kind of whirligig.							
بنړئِي  	baṟṟṉaʿī	The name of a tree.							
بنړیه  	baṟṟṉ-īah	A chandler, a huckster, a shopkeeper.							
بو  	bū	Smell, scent, odour, effluvium. See بوي							
بو 	bau 	A scare-crow, a bugaboo, a bogie, etc. to frighten children.							
بواسیر  	bawāsīr	The piles or hemorrhoids (Puś̱ẖ to باوسیر bāw-sīr). 							
بوالهوس  	bū-l-hawas	Desirous, whimsical, capricious, a wavering or fickle person, a blockhead.							
بوالهوسي 	bū-l-hawasī 	Caprice, capriciousness, fickleness.							
بوالهوس ناکي 	bū-l-hawas nākī 	Caprice, fickleness, capriciousness.							
بوتکي 	būtkī 	A gold coin, a ducat, value about ten shillings English, imported from Russia.							
بوتلل 	botlal 	To take along, lead, conduct, convey, remove, transport, peculiar to animate objects.							
بوته 	botaʿh 	Seizing the person of a villager and retaining him as a hostage or pledge for the debts of another, a custom amongst the Afg̠ẖāns. See برمته							
بوتيَ  	botaey	A young camel.							
بوټ 	būṯṯ 	Ill-tempered, crabbed, morose, surly, stern, sour-tempered							
بوټ سوړي 	būtṯ sūṟṟī 	Bran, chaff. See also پوټ سوړي							
بوټيَ 	būṯṯaey 	A bush, a shrub, a flower worked or painted on cloth or paper.							
بوڅکئِي 	būṯs̱kaʿī 	The soft part of the ear or nose, the lobe of the ear.							
بوجه 	būjaʿh 	A cork, a stopper. 							
بود  	būd	Being, existence. 							
بوده 	būdaʿh 	The woof of the web in weaving.							
بوډاګيَ  	būḏḏā-gaey	An old decrepit man, an imbecile (used in a contemptuous sense).							
بور  	bawr	A leopard, a panther. See پړانګ.							
بور  	bor	Light grey or brown, a horse of that colour.							
بور 	būr 	A carrot leaf, the leaf of the tamarisk tree.							
بورا 	bawrā 	A large black bee.							
بوربوکئِي 	bor-būkaʿī 	A whirlwind, a devil. 							
بورجل  	borjal	A house, home, hearth, halting-place, abode, resort.							
بورنه 	bornah 	Dredging, dried flour used to sprinkle meat or dough with.							
بورنړه 	borṟṟṉah 	Dredging.							
بوره  	būraʿh	A woman who has lost her child in its infancy.							
بورئِي 	bawraʿī 	A gall, a corn or bunion.							
بوړه  	būṟṟaʿh	Table land, flat mountain land. 							
بوړيَ  	būṟṟaey	The cog of a Persian wheel.							
بوړيَ  	būṟṟaey	One whose nose, lips, ears, or hand has been cut off; a vessel or cup with the lip broken off.	Broken, split, reft.						
بوړئِي 	būṟṟaʿī 	A disorder, in which the intestinum rectum is prolapsed, generally amongst children (Prolapsus ani).							
بوزه  	bozaʿh	The ibis or royal curlew. 							
بوزه 	bozaʿh 	Anything which has undergone fermentation, such as wine, milk, etc.	An intoxicating drink made from the fermented milk of the camel.						
بوزي بنده  	būzī bandah	Simple, foolish.	A simple, artless or harmless person, a simpleton.						
بوزینه 	bozīnaʿh 	Leather made from the skins of goats, of a red colour; morocco leather.							
بوږ  	boj̱ẕ	Harsh (in sound), bass, hollow, sepulchral.							
بوس  	būs	Bran, chaff. 							
بوساړه  	būsāṟṟaʿh	A heap or stack of chopped straw (būsah), used as food for cattle and mixed with mud for building purposes, covered over with a mud thatch.							
بوستان 	bos-tān 	A flower-garden.							
بوښتنه  	boḵ́ẖtanaʿh	Sticking, cleaving, etc. (as in mud).	A quagmire, a bog, a marsh.						
بوښتیدل  	boḵ́ẖ-tedal	To stick, adhere (as mud), cohere, hold, cleave to.							
بوښتول  	boḵ́ẖtawul	To cause to stick, to embed, to stick in, to join, to glue, etc.							
بوښت واليَ 	boḵ́ẖt 	Stickiness, tenacity.							
بوغ 	būg̠ẖ 	A wooden bowl, a cup or basin.							
بوق 	būḳ 	A trumpet, a clarion.							
بوقلمون 	bū-ḳalamūn 	Changing colour, a chamelion.							
بوکه 	bokaʿh 	A leather or wooden bucket.							
بوکي 	bokī 	The name of a tribe of Afg̠ẖāns. 							
بوګريَ 	bo-garaey 	Land given to holy men free of rent.							
بول  	bol	Word, speech, talk.							
بولِ  	bawli	Urine. 							
بولر 	bolar 	The name of a tribe of Afg̠ẖāns. 							
بولقه 	bolḳaʿh 	A dress or kind of veil with eye-holes, worn by women, and covering the whole body from head to foot. See برقه							
بوم 	būm 	A native, home-bred person, one who has never been abroad. 	A guide.	An owl. 	A country.	Earth, ground.			
بومیا 	būmīā 	A guide, a conductor, a leader. 							
بوند  	būnd	A drop.							
بونسټ 	bon-saṯṯ 	Basis, root, foundation.							
بونګه  	būngaʿh	Black-mail, ransom.							
بونیدل 	bonedal 	To buzz or hum; to swarm as flies. See بونړیدل							
بونړ  	būṟṟṉ	A nose having no smell, a disease of the nose.	A person afflicted with this disease.	Rope used for bed- lacings.					
بونړ 	boṟṟṉ 	Buzz, the hum or sound of flies or bees.							
بونړول 	boṟṟṉawul 	To make a buzzing noise (as flies).	To taint, corrupt, putrefy, to make fly-blown.						
بونړوليَ  	boṟṟṉawulaey	(past part.) Fly- blown, tainted, high, putrid.							
بونړیدل  	boṟṟṉedal	To buzz or hum as flies; (fig.) To become fly-blown or tainted, to putrefy, corrupt.							
بونړکيَ 	boṟṟṉkaey 	A buzzing sound, hum, whispering.							
بوهار  	būhār	Spring, prime, bloom, elegance, delight.							
بوهاريَ 	būhāraey 	A weanling, an animal newly weaned.							
بوي 	bū-e 	Smell, odour, scent.							
بوي تلل 	bū-e tʿlal 	To smell, to stink.							
بویه  	bo-yah	Necessary, indispensable, needful, meet, obligatory, binding, behoving.	As in duty bound, indispensably, necessarily, meetly, fitly, properly.						
به  	bah	A particle, the sign of the future, the doubtful past, and the continuative tenses of the Puś̱ẖto verbs. When prefixed to a word, which it sometimes is, it is written as simple بَ.							
بها 	bahā 	Price, value.							
بهادر  	bahādur	Brave, bold, valiant, courageous.	A hero, a champion.						
بهادريَ  	bahāduraey	A coward (lit. a small hero).							
بهادري 	bahādurī 	Bravery, heroism.							
بهار  	bahār	Spring, prime, bloom.							
بهانه  	bahānaʿh	Pretence, evasion, contrivance, excuse, pretext, feint.							
بهانړ  	bihāṟṟṉ	A colt.							
بهانیه  	bahā-nīah	Valuable, high-priced, precious, expensive.							
بهبودي 	bihbūd 	Healthy, vigorous, perfect, in good order.							
بهبودي 	bihbūdī 	Health, vigour, goodness, welfare, well-being.	A large knife or dagger.						
بهبوزيَ  	bahbozaey	A fan, a ventilator. 	A kind of fishing-bird.						
بهتان  	buhtān	Calumny, false imputation, aspersion, defamation.							
بهتر 	bih-tar 	Better, good, excellent, well, preferable.							
بهتري 	bih-tarī 	Advantage, welfare, improvement.							
بهر 	bahar 	Without, out, outside, abroad, away.							
بهره 	bahraʿh 	Profit, gain, advantage.	Quota, share, portion.	Fortune, property.					
بهره مندي  	bahrah-mandī	Prosperity, happiness, profit.							
بهره  	bahrih	Once, one time, all at once.	At last, at length, at least. See باري.						
بهړاس  	bʿhaṟṟās	Vapour, steam, exhalation, heat.							
بهزاد 	bihzād 	The name of Isfandiyār, son of Kas̱ẖtāsib. The name also of a Prince of Bulg̠ẖār, in the tale of Bahrām Gūr.							
بهشت  	bihis̱ẖt	Paradise, heaven.							
بهښت  	bihiś̱ẖt	Paradise, heaven.							
بهلول  	bhalol	The name of a brother of Maḥmūd of G̱ẖaznī. 	The name of an Emperor of Hindūstān.						
بهم  	ba-ham	Together, one with another, one against another.							
بهنه 	bahnaʿh 	A boy's top.							
بهوس  	bhūs	Bran, husk, chaff.							
بهول  	bahawul	To cause to flow, to glide, float, pass, drive.							
بهئِي 	bahaʿī 	A well with steps to go down into.							
بهي 	bihī 	A quince.							
بهیانړ 	bheāṟṟṉ 	A colt.							
